short_question,short_answer,tags,label
rash on butt not anus sex 2wks prior with condom but received oral no pain pus or itch healed with a scab is this hsv2,hi the big problem here is its not visual so it woule best you either see your doctor for a look see or your local sexual health gum clinic again for a look see and get some tests done ok good luck,['rash' 'anus' 'condom' 'pain' 'itch'],1.0
what is soft tissue damage and how is it treated  playing softball yesterday as catcher i reached up to catch the ball the batter suddenly swung late and hit my left handwrist hard it hurt but i could tell it was not broken i played the rest of the game and applied ice after the game was over later i caught 2 more games the 2nd game my hand ached but not bad the 3rd game my hand did not hurt at all today it aches more in the wrist region than the hand could it be soft tissue damage or something more serious like a bruised bone,you sound like a very tough person with high pain tolerance to me it sounds like you did everything appropriately the injury did not interfere too much with your ability to play and then you put ice on the injury afterwards you could have also applied compression like an ace bandage for extra support but otherwise it sounds like you did a fine job treating your injury to answer your question it could indeed be a soft tissue injury soft tissue just refers to all the non hard tissue like bones soft tissue injuries can be quite painful and take quite some time to heal on the other hand ha ha you could have a broken bone and not know it the wrist and hand contain a lot of bones and you definitely could have a fracture or chip without being aware of it especially since you seem to have a high pain threshold if you keep the wrist wrapped not too tight   your fingers should not turn purple or anything for a few days and it is still bothering you it might be worth seeing your primary care provider to rule out something more serious like a torn ligament or a broken bone it probably would be wise not to catch any games for awhile too you might have to put yourself on ir temporarily hope this helps,['bruise' 'hand' 'soft tissue' 'wrist'],1.0
i have pcos why do i gain weight if i am active and eat well can i get back to the way i was last year 100 lbs less  i used to be a model very healthly and very active i went on the birth control pill for a couple of weeks but they made me very sick so i went off of them that is when this all started i have always been very active and very healthy now i am losing all of my hair very seldom do i menstrate i have excessive body hair growth i gained about 100 pounds and i have many more symptoms i have been tossed back and fourth between doctors and noone helps me they just brush me off on to others,you should probably refrain from having sex if you are having an outbreak it is just not worth it and i have found that using a penis health creme can really help with the itchiness and the dry skin it obviously will not cure shingles but it helps with some of the symptoms you might want to check these cremes out hope this helps and good luck,['period' 'hair' 'birth control pill'],-1.0
how are migraine headaches treated,a drug that controls nausea and vomiting emesis,['migraine' 'headache'],-1.0
does a milk allergy mean my child is lactose intolerant,this is a disease resulting from the abnormal reaction by the body is immune system to gluten a protein found in many grains such as wheat rye and barley and other foods in people who have celiac disease the immune system causes damage to the small intestine and prevents the proper absorption of nutrients from food symptoms include diarrhea anemia and weight loss,['allergy' 'lactose intolerance' 'milk'],-1.0
6yr old has constant snuffle like runny nose but nasal passage is dry,always consider environmental allergies as a possible cause but six year olds are very prone to back to back viral infections from school andor day care,['runny nose'],1.0
i have had chronic diarrhea for 5 months now 55 60 bm is per week with every conceivable test done solution  i have no other side effects cramps headaches etc just the diarrhea have had 2 ct is an endoscopy colonoscopy three ultrasounds two rounds of blood urine and stool work ups a gluten free diet extnesive allergy testing and six different medicationsprobiotics and no solution found am now on morphine sulfate to slow it down possible cause and treatment,first you need blood transfusion asap is your rectal blood bright or dark is your vomit blood bright or dark stop any nsaids anti inflammatory  stop smoking use maalox and ranitidineother more effective drugs can be prescribed like proton pump inhibitors but not online you need to check your liver functions asapgood luck,['morphine' 'endoscopy' 'ultrasound' 'diarrhea' 'diet'],-1.0
what can cause nipples to secrete fluid when not pregnant it happens when pressed accompanied with sudden pain they were very dry and itchy so i applied moisturizer and 1 day suddenly there was this secretion it turns white from clear,hi here is a link from webmd covers most of what you need to know all in one place <link> do hope you find some help good luck,['nipple' 'pregnancy' 'pain'],1.0
is a medical spa the right place for invasive surgery,i highly doubt that you are pregnant stress and worry can cause irregular periods also pre cum does not always carry sperm especially if you partner has urinated since he ejaculated last you might have had implantation bleeding if you had been pregnant but you certainly would not have had a second period regarding the peeing four times frequent urination does not usually start until the fetus is quite large like the third trimester or so nausea could come from feeling nervous or a garden variety cold or flu bug,['surgery'],-1.0
can a women get pregnant after ovulation and while she is having her period,it could be your blood sugar and or a combination including your blood pressure and cholesterol too  i have diabetic atomic neuropathy i started sweating very hot then became cold blood work is essential the doctor suggested i start eating five small meals a day taking iron daily vitamins and krill oil,['period' 'pregnancy' 'ovulation'],-1.0
when are seizures not epilepsy,osteoarthritis is a breakdown of the cartilage between our joints symptoms including pain and stiffness usually begin after age 40 aging definitely increases the likelihood of getting osteoarthritis and if we live long enough almost everyone develops osteoarthritis to some degree heredity can also play a role however the degree to which you are affected is more often determined by how much you abused your joints in your younger years your weight also makes a big difference particularly for osteoarthritis of the hips and knees losing even a little weight can reduce symptoms and slow the progress of osteoarthritis building strong leg muscles can also help reduce osteoarthritis of the knee,['epilepsy' 'seizure'],-1.0
what are some tips for getting pregnant faster,right after intercourse while on your back rotate your pelvis upward with your feet in the air this keeps all of the semen in your vagina giving any stragglers a chance to swim upstream after a minute or two relax and allow the semen to run out this worked well for us,['pregnancy'],1.0
can i stop taking predisone if i only took 60 mg for one day  i started taking prednisone today and i am starting to notice my eyes are puffy also i am feeling kinda hyper and very thirsty is this normal i am on it for two weeks and my dosage is 60 mg for five days then 50 for two and so on till there gone but i am concerned why do i feel this way and its only been less then a day it is for treatment of my migraines i am wondering is it worth the troubles to continue it please help because i do not know what to do many thanks,yes do not take if you do not need taking prednisone for 2 years now my hip needs to be replaced at 33 the steroid eats away your bones and shuts your organs down slowly and it also causes headaches because you wont be able to sleep and it will kill your appetite,['eyes' 'puffiness' 'thirst' 'migraine'],1.0
what can i do to cope with perimenopause symptoms,herpes simplex on the upper lip of any infant may not be treated unless it appears to progress antiviral drugs can be used in infants if clinically indicated like an herpetic outbreak in or near the eyes herpes spreads along a nerve route and will not course through the body internally from a lip lesion because the baby is so young and immunocompromised a medical professional should be consulted and the baby carefully examined to determine an individual course of action,['perimenopause'],-1.0
should i avoid folic acid during mthfr pregnancy,truly speaking mthfr   methylene tetrahydrofolate reductase mutations are widely spread and all most one half of the population is having or carrying these mutations by different extent by different extent i mean to say various levels of affection or involvement that is from very insignificant disease to severe disease i do want to know that in which category you are now this is fairly judged by the serum levels of homocysteine which is the protein that is increased in the blood if you have a severe mthfr defect then you need to avoid folic acid and also need to screen some fetal congenital defects like spina bifida or anencephaly at an earliest but if you do not have any specific symptoms with this mutation then there is no harm to take these vitamins pai mutations plasminogen activator inhibitor could result in abnormalities in blood clotting disorders this actually poses no bar for taking folic acid in pregnancy state for further information consult an obstetrician and gynaecologist online   > <link>,['folic acid'],1.0
i received cortisone shots in my scalp for the purpose of hair growth but the shot left me with hyper pigmentation,hi it is hypopigmentation and can take a few months to completely get resolved if it is not aesthetic you can consult a dermatologist and get evaluated so that he can advise steroid ointments to be applied over the area but it has to be done with precaution as steroid ointments can cause skin thinning and other side effects hope this helps,[''],1.0
i have hand shaking problems since i was 14,actually spinal meningitis itself us not a cause of swelling but it complicated to kidney problems and the swelling is mostly due to kidney disorder that needs a treatment you should get kidney function tests done and follow up with a urology specialist as lasix is just symptomatic treatment it helps but not permanently feel better soon,['i have hand shaking problems'],-1.0
can a person get tonsilitis if they nolonger have tonsils my son had tonsilitis tonsilitis is a viral infection and does not require an antibiotic however tonsilitis can be caused by strep which is bacterial which requires an antibiotic dr did not do a strep test but perscribed an antibiotic a few days after he got better i developed an extremely sore throat runny nose caughing headache no fever tonsilitis symptoms can i get tonsilitis if i had my tonsils removed if i have a strep infection will my immune system fight it off,high fever and chill are indicative of infection indeed and as we have a cause rightly evident there are chances that you may be developing hydronephrosis accumulation of urine in swollen kidney in the right kidney and a secondary infection following stasis of urine stoppage or reduced flow of urine in the kidney leading to nephritis though urine culture generally picks up infection in the bladder nephritis is more of a clinical diagnosis with pain and tenderness in the renal angle and high grade fever accompanying it ideally you should be started on prophylactic antibiotics to control the infection sooner before septic features or septicemia may occur i think you should take a second opinion from another urologist too for further information consult a urologist online   > <link>,['immune system' 'tonsil' 'fever' 'cough' 'antibiotic'],-1.0
is quadrivalent vaccine more effective than trivalent,it is called a hymen and it is not dislodged upon intercourse if present the hymen may tearrupture resulting in some bleeding or it can simply stretch and not bleed at all many virginal women do not have detectable hymens since this delicate tissue can be torn or accidentally ruptured as a child from straddle injuries sports activities or using tampons after the onset of menses,[''],-1.0
what increases the risk of getting influenza,anyone exposed to an influenza  flu  virus can become infected these viruses are contagious and spread easily among people in groups such as in nursing homes hospitals shelters schools and day cares working visiting or living in any of these areas increases your risk of getting the flu the risk of developing severe symptoms and complications is higher for children younger than 4 years of age adults age 65 and older about 90 of the deaths caused by flu occur in this age group 1 pregnant women people who have chronic obstructive pulmonary disease copd other lung diseases or heart failure people who have a medical condition such as acquired immunodeficiency syndrome [aids]  or who are using a medicine that impairs the immune system webmd medical reference from healthwise this information is not intended to replace the advice of a doctor healthwise disclaims any liability for the decisions you make based on this information © 1995 2011 healthwise incorporated healthwise healthwise for every health decision and the healthwise logo are trademarks of healthwise incorporated,['flu'],1.0
my son has eosinophilic gastroenteritis what should we do next,pink eye conjunctivitis can be cause be allergy viruses bacteria and chemical irritants only the bacterial type needs antibiotic eye drops the rest may clear up without the drops conjunctivitis is never treated with pills unless it is assumed to be allergy in which cases antihistamines may be recommended,['dr prescribe previsolone' 'eosinophilic gastroenteritis'],-1.0
when should i expect to see my doctor after my surgery,hi this seems to be seronegative arthropathy with deficiency of carnitine causing burning muscle pains a whole body dexa scan will be helpful to see the status of bones few tests related to joint arthritis need to be done to come to a diagnosis including ra test uric acid hlab27 consult a rheumatologist,['surgery' 'vision'],-1.0
what is inr,inr stands for international normalized ratio the inr provides some information about a person is blood is tendency to clot which is often described as how “thin” or “thick” their blood is the inr comes from the conversion of another value the prothrombin time pt prothrombin time is the time it takes for blood to clot in a test tube a high or low pt can suggest bleeding or clotting tendencies most often the pt is checked to monitor a person is response to blood thinners such as warfarin coumadin the problem with prothrombin time testing is that several manufacturers produce and sell slightly different pt tests to laboratories the same person is blood might have different results if tested on two different companies pt tests to solve this problem the international normalized ratio inr was created by entering a pt result into a math formula it yields the inr the international normalized ratio means one lab is test results can be compared to another is with high accuracy a normal inr is approximately 1 0 people taking the blood thinner warfarin typically have a target inr of 2 0 to 3 0 people with an inr higher than the normal range who are not taking warfarin may have a medical condition that needs further evaluation a low inr is rarely significant,[''],1.0
i want to stop taking paxil but have tried and at the 10 day mark it is take it or go to a hospital what should i do,if that is the true reading it is critical,[''],-1.0
should you stay away from milk and cottage cheese when you have a cough,unfortunately no the key to losing weight is not found in medicine or supplements it is found in personal motivation anyone can lose weight once they find the right strategy if you need help losing a large amount a weight get help from a specialist    someone who can provide a multi disciplined approach using diet exercise and behavioral modification,['milk' 'cough'],-1.0
is there a plant based birth control i am breastfeeding and do not want to use chemicals,the fda recommends that consumption of 1 5 ounces of nuts per day may reduce cardiovascular risk aside from the fatty acid composition of nuts other components such as arginine plant sterols and phenolic components may play a favorable role in the lowering of lipid levels for those who eat nuts as a regular part of their diet walnuts and almonds have been most comprehensively studied  one must always remember that these studies are far too small to establish any guidelines and there certainly is not one ounce of outcome data regarding the effect on cardiovascular morbidity and mortality the american dietetic association evidence library concludes that consumption of 50 113 grams 12 cup to 1 cup of nuts daily with a diet low in saturated fat and cholesterol decreased total cholesterol by 4 21 and ldl c by 6 29 when weight was not gained  however we have to remember that a diet rich in nuts is a heavy caloric load and may lead to weight gain i recommend somewhat smaller portions of nuts as part of a healthful diet,[''],-1.0
can a 32 week pregnant woman use an inhaler,yes she can use inhalers but the question is which and inhaler and what should be the dose when a women is pregnant she is breathing for two breathing difficulties in women will limit the oxygen supply to the unborn baby so it is highly advisable to take to your doctor about your asthma if you are pregnant and do take the dose as directed by the doctor for more information on asthma you can visit pharmacysell,['pregnancy' 'inhaler'],1.0
my body has not been feeling good at all what can be wrong,hi you seem low on immunity with local spondylitis problems get a detailed blood examination done xray of neck with  without an mri will help rule out disc related issues physiotherapy and exercises are the mainstay of treatment thanks,['general malaise' 'not feeling good at all'],1.0
finger injury i am an 18 year old female my right ring finger is stiff and painful especially when i type or bend it when i press on the first joint after the knuckle i notice it also hurts it has been like this for about a month now originally i thought it was a stubbed finger because i played softball in junejuly 2013 but i can tell it is not this so what is wrong with my finger,while anyone who wishes to reduce their risk of getting the flu can be vaccinated the cdc recommends that certain groups of people who are at risk for serious complications from the flu be vaccinated each year when vaccine supplies are limited or delayed the cdc makes recommendations for priority groups of people who should receive the vaccination the cdc recommends vaccination for the following groups children aged six months up to 19 years of age pregnant women people 50 years of age and older people of any age with certain chronic medical conditions people who live in nursing homes and other long term care facilities people who live with or care for those at high risk for complications from flu including health care workers household contacts of people at high risk for complications from the flu household contacts and out of home caregivers of children less than six months of age these children are too young to be vaccinated,['finger' 'injury' 'ring finger'],-1.0
can taking baths cause vaginal sores  a week ago me and my boyfriend had sex for the first time i was a virgin that weekend i was exposed to the flu and was prescribed tamiflu a few days later i thought that i had a yeast infection so i got medicine for it now i have sores on my vagina i have been taking baths lately and sitting in the tub for a little while my mom said she thinks it could be from me baths or the tamiflu can these things cause sores,hi your doctor put you on a course of these tablets they need to be taken every day till you have finished them along with the lotion means your hitting the rash is from both sides so just keep taken the tablets and apply the lotion if its not gone just go back to your doctor good luck,['vagina' 'sore' 'sexual intercourse' 'flu' 'yeast infection'],-1.0
genital rash started 2nd week in march 2014 right side of scrotum soon spread through entire scrotum and was very red and itched after a month or so it moved to the right side of my penile gland these symptoms only really bother me when wearing pants for work then last two weeks started to itch in anus and thighs no bumps no nothing doctor says fungal have not had sex since february no relief and all areas are still involved multiple creams applied two from doctor and one i started a day or two ago,hi ok if your frightened its an std do you have an stdgum clinic near by if so give them a look in and get them to look at for you perhaps they can have some idea what it is even if its not and std or sti could be the way to go good luck,['rash' 'scrotum' 'itch' 'movement' 'penis'],1.0
can a hernia in my stomach untie my tubes and cause me to be pregant,no no type of hernia would be able to untie your tied tubes and cause you to become pregnant tubes are not just tied they are usually cut cauterized burned and separated the remote chance of them becoming viable again would be astronomical the only stomach hernias are hiatal they are no where near your sterilized fallopian tubes you are safe,['hernia' 'pregnancy' 'stomach'],1.0
is it dangerous to have these <link> magnets in my collar all day  hey there  just wondering if there are any long term effects to having thesemagnetic collar stays hovering around my collar bones all day am i going to get weird tumours or something will it mess with the iron in my blood  thanks,while there are many ways to save money on expensive medications buying them online from a foreign pharmacy is not one that i would suggest while you can safely buy medications online you can only do so from a trusted verified site websites that carry the vipps seal which stands for verified internet pharmacy practice site are reputable safe sites that sell medications online also many pharmacies have discount cards available and generic medication programs that can help patients save money talk to your doctor or pharmacist to ensure you are taking the least expensive versions of all your medications and switch to generics wherever possible while shopping around for the cheapest price may seem like a good idea it is strongly advised that you have all your medications filled at one pharmacy so your pharmacist can properly screen for potential drug interactions,['collarbone' 'iron' 'long-term effect'],-1.0
i have developed a tremor in my left hand concerned that this is a progression of something that went not diagnosed,pain in your ears and swelling of adjacent lymph nodes is a strong indicator of ear infection nothing else but it seems your infection is severe enough so it is not responding quickly to antibiotics keep on your treatment with a sharp schedule and avoid air currents if 5 days after starting the antibiotic passed and there is no improvement then see your doctor again,['concerned that this is a progression of something that went undiagnosed.'],-1.0
what can i do to help with arthritis in my feet on the bottom of my feet and they hurt badly,hi so your on the bc pill and using condoms great if he was a one night stand and a very wise thing to be doing against std is but from everything that is been written then no way ok then that is why you was on the bc pill yes good luck,['arthritis' 'foot'],-1.0
what are the symptoms of type 1 diabetes children living with the disease,common symptoms of type 1 diabetes in children are extreme weakness andor tiredness extreme thirst and hunger increased urination abdominal pain irritability or quick mood changes blurry vision wounds that take long time to heal diagnosis is confirmed only after thorough clinical examination and relevant laboratory tests,['type 1 diabetes'],1.0
is liposuction covered by insurance,hi if you know redbull addiction and other energy drinks can cause a lot of health issues among them is liver problems…you need to start reducing the amount of caffeine and sugar getting into your body start taking no sugar drinks instead of 2 3 redbull cans and instead of other 3 4 cans take normal coffee or green teathey will give you caffeine also then gradually replace the coffee with green tea and increase your non sweetened beverages also… it is not hard you need to decide and start … save your self… regards,['insurance' 'liposuction'],-1.0
how long after i stop taking phentermine when is it safe to try getting pregnant,well some people get nose bleeds alot do you get them once in a while i dont think the dayqull would have anything to do with it your nose could have been bleeding due to dryness in your nose or sinus as for it happeing again could have been to the fact when we cry to put a lot of blood pressure up into our heads and it could have triggard it i think its nothing to worry about everyone is different i broke my nose when i was young it didnt bleed n ive never had a nose bleed in my life but thats just me i have a friend who gets one everytime he get mad or starts crying blood just starts running out but if it doesnt stop or gets worse within a week go to the doctor hope u feel better,['pregnancy'],-1.0
i have been suffering from low grade fever excessive saliva at night dark and less urine,in my opinion this all could be a mixed from acid reflux gerd and a kidney problem or low water intake you can get a kidney function tests done and also there is a possibility of celiac disease or lactose intolerance this is hardly diagnosed unless you make a food diary and monitor symptoms,['dark and less urine' 'excessive saliva at night' 'low grade fever'],1.0
mom gets sever chills shaking and diahrea after eating certain foods comes on randomly had pancreatic cancer is clear my mom 77 has had bouts of chills sever shaking diarrhea and feels completely drained after these bouts and at times vomits this lasts a day after she has eaten something she had the whipple surgery for pancreatic cancer 2 years ago and has had chemo and radiation and all scans and blood work has come back good shows no sign of cancer or infections in blood work white blood cells were a little off but the doctor did not seem concerned these bouts are more frequent please help thanks,i was very sick the same way turned out my gallbladder was not working correctly i would have that checked,['food' 'pancreatic cancer' 'cancer' 'diarrhea' 'drainage'],1.0
lump of fluid on my ear do i have cauliflower ear  i am on my high school is wrestling team so i am hit on the ears regularly the lump grew in 3 days with no previous pain in that ear at all  on the first day a small lump appeared about the size of a pencil eraser when i woke up the second day the lump was about the sizediameter of a dime when i woke up the third say the lump was about the sizediameter of a quarter keep in mind every night i have wrestling practice and am hit either ear many times also the pain is on the cartilage,i suspect that it is still broke at three weeks and it still may be overlapping collarbones clavicles are notoriously slow to heal especially when the bone is not joined you would need to have another x ray to check the status of your fracture,['cauliflower ear' 'cartilage' 'ears' 'pain' 'lump'],-1.0
my daughter 13yrs old has been running a fever for 3 days over 102 the dr said she has h1n1 how do i get fever down,most helpful answer about every ten years starting at age 50 more frequent colonoscopies may be recommended based on the results of your first one any polyps  or your family history annual stool for occult blood tests can be done as part of your cancer screening regime,['running' 'fever'],-1.0
as a man why do i have urine instead of semen for ejaculations,if you are past the age of puberty you should have this situation checked out by a urologist normally during sexual arousal the prostate gland fills with fluid this helps keep the neck of the urinary bladder tightly closed so that no urine leaks out during ejaculation in pubescent boys before all the internal male reproductive structures have matured it is not uncommon for urine leakage to occur with ejaculation after these structures have fully matured you should not have that problem if you do like i said you should see a urologist this is not an emergency situation but it is certainly something you should have checked you do not want to take chances with your reproductive health wishing you all the best,[''],1.0
vag dryness  it started about a week ago me and my bf was fixing to have sex and i could not get wet this has never happened until now he even did oral foreplay and i still couldnt i also suppose to have had my period tis month and it has not come on im not pregnant i know that for sure but i do not know should i be worried im 18 by the way ,hi you could try some vitamin b 6 this could help you its said to produce wetness for all but 3 days of the month you could get a blood test done at your doctors it could be that your hormones are out of whack it happens but why your choosing which way to go there is so many choices water based silicon based lubrications to try if your body has no reaction to them there is baby oil or olive oil but both we eat condoms well break the down why your having sex do hope this helps you good luck,['period' 'pregnancy'],1.0
hepatitis in a 7 year old girl pooping and peeing blood went in to the hospital and they have been performing various tests to see what is the issue and where is it coming from after several blood tests and mri scanning they have found that her liver is inflamed hepatitis hepatomegaly and her blood liver count is quite high they also found something next to her liver but yet can not seem to pin point the problem exactly the doctor wants to pass on her imagining to a surgeon to get further input and opinions advice,i am sorry for your daughter is illness i know that it is a scary time for you and your family the waiting period is the worst and should end soon it sounds like she may have hepatitis a hepatitis a is primarily contracted by eating or drinking contaminated food or beverages containing the hepatitis a virus the news is essentially positive in that treatment usually consists of 3 months or so of bed rest with most people making a full recovery within 6 months it also seems that the doctors are appropriately covering all bases by asking a surgeon to review the mri results yes the viewing of some undistinguishable object next to the liver is worrisome but it could end up being a benign and non issue at this time it is difficult not knowing the complete results of the mri for your precious daughter based upon her young age having a supportive mother and doctors that are investigating all possibilities i am rooting for and predicting a positive outcome,['hepatitis' 'vision' 'blood test' 'liver'],1.0
what are the complications of diarrhea,not likely but take a test in about 2 weeks,['diarrhea'],-1.0
chest pain weakness on the left side and my throat feeling tight on the left side,“movement is good for the joints and we know that people with ra do worse if they are inactive ” says shreyasee amin md a rheumatologist at the mayo clinic in rochester minn “this is true if you are pregnant not pregnant or recently gave birth ” exercise has benefits for everyone – especially women with ra for starters people with ra are at increased risk for heart disease and regular exercise helps reduce this risk what is more exercise helps build bones steroids to manage inflammation of ra can weaken bones exercise also boosts endorphins the body is natural feel good chemicals which can help combat baby blues or depression endorphins are also natural painkillers so a 20 minute swim or walk may also help relieve your joint pain if you are flaring,['chest pain weakness on the left side'],-1.0
my husband is 29 and has facial paralysis may be developing synkinesis what can be done next,hi from the history it does seem that his neurological status is deteriorating its getting worse than it was before i suggest he should see a neurologist at the earliest discuss the issue with him and get eeg and mrict brain done to rule out intra cranial pathologies thanks,['facial paralysis' 'may be developing synkinesis'],1.0
my right hand and feet are always cold and sometimes tingly what could that mean  my right foot always goes tingly when i am lying down for bed as if it is asleep so i move it around with no affect my right hand goes cold a lot but my left appendages are just fine,my hands and feet are cold 90 of the time they also get red when its hot and purple when its cold i have been told it is because i have a weak heart,['foot' 'hand' 'movement' 'coldness'],1.0
can severe varicose veins verified by ultrasound that appear in the scrotum cause erectile dysfunction,this can be a benign tumour or partial lung consolidation or collapse the fact that it is associated with lymph node enlargement is highly suggestive of infective pathology it may be recent or a old pathology,['varicose vein' 'erectile dysfunction' 'ultrasound' 'scrotum'],-1.0
what conditions are not dementia,maybe but you will need to be carefully examined some cysts will spontaneous drain or rupture some may become secondarily infected and some may require surgical intervention,['dementia'],-1.0
what should i do if i suspect an overdose of posaconazole,if overdose is suspected contact your local poison control center or emergency room immediately us residents can call the us national poison hotline at 1 800 222 1222 canada residents can call a provincial poison control center,['drug overdose'],1.0
what are the signs or symptoms of sepsis blood poisoning,a metered dose inhaler mdi is a small aerosol canister in a plastic container that releases a mist of medication when pressed down from the top this drug can be breathed into the airways many asthma medications are taken using an mdi,['sepsis' 'poisoning'],-1.0
can i mix vicodin with fioricet,let is look at the ingredients of each of these medications separately vicodin contains hydrocodone and acetaminophen fioricet contains acetaminophen butalbital and caffeine i would be cautious in using both products in order to prevent overdosing of acetaminophen this medication while safe as an over the counter medication can cause damage to the liver at extreme doses if you need to take both medications consult your local pharmacist to discuss the correct dose for you,[''],1.0
i was wanting to know if you could tell me if its possible for a woman to go through all their pregnancy without knowing they are pregnant and have periods and ngative pregnancy tests iwas watching the show called i didnt know i was pregnant and wanted to know how real and accurate this show is and how somthing like that could happen,the cause would depend on whether you were a male or female but basically the urethra is subject to inflammation associated with sexual activity andor infection urethritis you may want to repost your question with a bit more details than just a few words,"['am i pregnant' 'pregnant' 'urine pregnancy test' 'ultrasound'
 'pregnancy' 'abdomen' 'periods' 'woman' 'urine'
 'accurate pregnancy tests' 'womens chat']",-1.0
i sometimes stare and my eyes freeze – do you think i am having seizures,hi seizures usually do not present in this fashion it may be something related to the local eye muscle issues get yourself checked with a neurologist and an opthalmic surgeon early vision problems can also cause these symptoms thanks,['seizures'],1.0
is it normal that my period is late almost 8 days now i have never had sex so i can not be pregnant i am 16 and i am always regular it was ramadan recently so i fasted and my sleeping pattern kind of messed up i went to sleep at 4 am and woke up at 3 pm like the whole month but before that i have always went to sleep at like 11 pm plus i ate a lot less everyone says i have lost weight and i do not know if i should be worried or not i would reaaaaaaally appreciate your help,hi i think you have most of your answers with your whole system being out of whack but if you read up about late periods you body can skip a beat when it comes to periods if they stop for longer than getting to your next period see your doctor hope this helps good luck,['sexual intercourse' 'period' 'pregnancy' 'weight loss'],1.0
what exact size portions are you suppose to eat after gastric bypass surgery ,there are four phases to a diet after having gastric bypass surgery phase 1 is a liquid diet and can be started 1 to 2 days after surgery phase 2 is pureed foods and this can be started a few days after starting phase one phase 3 is a soft solid foods diet and can be started after a few weeks these foods include ground meats canned or soft fruits and cooked vegetables phase 4 is the solid foods diet where you can gradually return to eating firmer foods your doctor or dietitian will guide you through the diet phases above three to four months after the surgery you can start to return to a normal healthy diet keep meals small and sip on liquids slowly throughout the day each meal should include about a half cup to a cup of food always consult with your doctor before proceeding through the phases,['surgery' 'gastric bypass surgery'],1.0
how does botox help migraine headaches,he needs to see a good psychiatrist or psychologist this may not be an easy problem to solve but it will take his cooperation a combination of carefully prescribed medications may help along with some proactive family therapy do not give up on him this can be solved,['migraine' 'headache'],-1.0
daughter exposed to scabbies dr treated with some cream didnt help had now a yr also thinks she has gout no insuran gone to emergency room twice have huge bills that i her mother can not pay and she has no way to pay and no insurance she thinks she also has gout someone told her at the emergency room that her immune system has been compromised that is why the meds are not helping her get well its been a yr or better and she is getting worse using flee and tick spray and dog shampoo and crazy things like that please help me help her i do not know what to do for her she is totally miserable,insurance or not there is very little that can be accomplished over the internet in the way of diagnosis or treatment unless a medical provider can examine your daughter first hand it would not be possible to confirm or dispute her original diagnosis let alone effectively treat her the diagnosis of gout would require a blood test as well as evaluating her challenged immune system as you know this cannot be done on line the most expensive care in the u s is at an emergency room what she may have is not considered an emergency so she would be better off finding a free clinic or one that charges on a sliding scale or you can spend some time so she can get insurance like obamacare aca i would not recommend her using flea and tick spray for dogs,['emergency room' 'insurance' 'immune system' 'tick' 'dog'],1.0
can 9 yr old boy over 100lbs take adult zytec oral,yes,[''],1.0
hi i have a 15 year old son that has a lump in his armpit could this be lymphoma,is there any other symptoms like fever or pain tenderness did you mean that only one lump of 7 nodes are still there if so then the lymph nodes has good response to antibiotics which could be a good sign,['could this be lymphoma?'],1.0
have bad swelling on face from sun poisoning so what will make this go away,there is no cure for severe sunburn severe sunburn is caused by people who do not use an effective sunscreen expose themselves to the bright son and stay out too long this is really all your fault you know cold compresses ibuprofen and a bit of self reflection to realize that this could have been prevented,['swelling' 'poisoning'],1.0
what is your opinion on olive leaf extract,i guess i am going to assume you are asking about olive leaf extract for anti aging or immune support as these are the two new miracle uses for the product i can tell you there are no human studies that support any claims of anti aging effects or immune support from the use of olive leaf extract to me that says it all if there is no science behind it i personally would not spend my money on it diet supplements like olive leaf extract are not highly regulated in the u s they undergo some level of review for safety but they are not tested for example to see if they really do everything the makers claim they do that is why i like to rely on real scientific studies before i put my faith in a supplement that is about all i can tell you good luck,['olive'],1.0
i have a first time sex experience 23 aged boy using a condom but i just ejaculated even bofore inserting into her why  i real felt bad her vagina seem to be small because i tried inserting into her but couldnt untill i ejaculated and that was the end of the story i waited for sometime for my penis to get strong again but the same thing happened can a condom be the problem what should i do to make me enjoy sex and let her enjoy as well,<link>,['sexual intercourse' 'ejaculation' 'penis' 'vagina' 'condom'],1.0
i have low grade fever that persists for 3 to even 6 months i cannot lead a normal life,assuming you are an adult fever is often not present with a simple cold fever is common in children but not adults this is really not influenza season right now but of course i do not know what area of the world that you live influenza can definitely cause fever but the absence or presence of a fever is not necessary to make a diagnosis unfortunately i have no way of determining what you have over the internet based solely on your brief posting,['low grade fever' 'that persists for 3 to even 6 months'],-1.0
what are the risk factors for pelvic organ prolapse,no you should never douche to try to get rid of vaginal odor discharge pain itching or burning douching will only cover up odor and make other problems worse it is very important to call your doctor right away if you have vaginal discharge that smells bad thick white or yellowish green discharge with or without an odor burning redness and swelling in or around the vagina pain when urinating pain or discomfort during sex these may be signs of an infection especially one that may be sexually transmitted do not douche before seeing your doctor this can make it hard for the doctor to figure out what is wrong,['organ' 'pelvis'],-1.0
